QF_Type	start	end	date_assessment	deviceid	informed_consent	gender_KI	comm_q1	comm_q2	comm_q3	comm_q4	comm_q5	comm_q6	comm_q6_other	comm_q7	comm_q8	comm_q9	comm_q9_other	comm_q10	comm_q11	comm_q12	comm_q13	comm_q14	comm_q15	comm_q16	comm_q16_other	comm_q17	comm_q18	comm_q19	comm_q20	comm_q21	comm_q22	comm_q23	comm_q24	comm_q25	comm_q26	comm_q27	comm_q28	comm_q29	comm_q30	comm_q31	comm_q32	comm_q33	comm_q34	comm_q35	comm_q36	comm_q37	comm_q38	comm_q39	comm_q40	comm_q41	comm_q42	comm_q43	comm_q44	comm_q45	food_market_active	nfi_market_active	mixed_market_active	active_markets	food_market_limited	nfi_market_limited	mixed_market_limited	limited_markets	food_market_closed	nfi_market_closed	mixed_market_closed	closed_markets	comm_q49	comm_q50	comm_q50_other	comm_q51	comm_q51_other	comm_q52	comm_q53	comm_q53_other	comm_q54	comm_q54_other	comm_q55	comm_q56	comm_q57	comm_q58	comm_q58_other	comm_q59	comm_q60	comm_q61	comm_q61_other	comm_q62	comm_q62_other	comm_q63	comm_q63_other	comm_q64	comm_q65	comm_q65_other	comm_q66	comm_q66_other	comm_q67	comm_q68	comm_q69	comm_q70	comm_q70_other	comm_q71	comm_q72	comm_q73	comm_q73_other	comm_q74	comm_q74_other	comm_q75	comm_q75_other	comm_q76	comm_q76_other	current_oblast	current_raion	current_village	gps_work	gpslocation	_gpslocation_latitude	_gpslocation_longitude	_gpslocation_altitude	_gpslocation_precision	location_manual	_id	_uuid	_submission_time	_index	Relevant Settlement	KOATUU	Relevant Community	Extracted Community	Latitude	Longitude
Community	2017-06-07T10:53:22.314+03	2017-06-07T13:55:07.005+03	2017-06-07	354619078917589	Yes	female	No	Попасная	No	Попасная	Yes	Distance to services is too big		0	Попасная	No health facilities available in the area;		all equally	don’t know	no	The community does not use gas	The community has no water supply	No centralized heating in the community	Fuel too expensive Delivery problems		Fully available	999.0	999.0	999.0	999.0	999.0	999.0	999.0	999.0	999.0	999.0	999.0	999.0	999.0	999.0	999.0	999.0	999.0	999.0	999.0	999.0	999.0	999.0	999.0	999.0	999.0	999.0	999.0	999.0	0	0	0	0	0	0	0	0	0	0	0	0	Попасная	Private bus service Public bus service		Distance			local (in this rayon) from the oblast		Allowances (Social security\welfare)		Fully available	Fully available	Fully available	Cost		Не продают	Не продавали	Distance Problems transporting produce		Other (specify)	Нет поставщиков	Community tension Abuse of power\authority Presence of armed groups		No			Landmines\ERW are present;		Yes, sufficient	Some of the known areas	No	In-home social care Registration servives Delivering pensions or social benefits		No, required	Daily	well		No		Waste is buried or burned		no problems		Luhanska	Popasnianskyi	Vyskryva	Yes	48.590857789458084 38.293380341890625 137.8747469817288 24.0	48.5908577895	38.2933803419	137.874746982	24.0		4077654	abddc7a7-a452-480e-a5c1-9e7c5ecab45b	2017-06-07T12:16:48	21	Vyskryva	4423856901	Vyskryva	0	48.5908577895	38.2933803419
Community	2017-06-07T13:23:48.089+03	2017-06-07T13:55:02.003+03	2017-06-07	354619078917589	Yes	female	No	Попасная	No	Попасная	Yes	Distance to services is too big		0	Попасная	No health facilities available in the area;		all equally	don’t know	Yes, daily	The community does not use gas	The community has no water supply	No centralized heating in the community	Fuel too expensive Fuel not available		Fully available	999.0	15.0	27.0	17.5	6.0	999.0	34.0	62.0	50.0	65.0	27.0	8.0	8.0	7.0	999.0	999.0	999.0	999.0	999.0	999.0	15.0	22.0	999.0	999.0	999.0	8.0	27.0	999.0	0	0	0	0	0	0	0	0	0	0	0	0	Попасная	Private bus service		Distance			local (in this rayon) from the oblast		Allowances (Social security\welfare)		Fully available	Fully available	Fully available	Cost		Не продають	Попасная	Distance Problems transporting produce Other (specify)	Нет рынка сбыта	Other (specify)	Нет поставщиков услуг	Community tension		No			Landmines\ERW are present;		No	None of the known areas	No	All available		No, not required	Daily	well		No		Waste is buried or burned		Cannot empty septic tank		Luhanska	Popasnianskyi	Settlement is not on the list	Yes	48.7388828501815 38.3135585167692 255.66378285138467 24.0	48.7388828502	38.3135585168	255.663782851	24.0		4077655	cc74913c-4185-437c-8c7c-aa3c542a0d8f	2017-06-07T12:16:50	22	Nyrkove	4423856905	Nyrkove	0	48.7388828502	38.3135585168
Community	2017-06-07T10:28:44.236+03	2017-06-07T11:16:13.251+03	2017-06-07	354619078917910	Yes	female	No	Попасная	No	Попасная	Yes	Distance to services is too big other (specify)	Нет школ.школьного автобуса.	0	Попасная	No health facilities available in the area; No transportation\long distance to facility;		all equally	0-250	Yes, infrequently	The community does not use gas	The community has no water supply	Yes, infrequently	Fuel too expensive Delivery problems Quality is too bad		Limited availability	999.0	999.0	999.0	999.0	999.0	999.0	999.0	999.0	999.0	999.0	999.0	999.0	999.0	999.0	999.0	999.0	999.0	999.0	999.0	999.0	999.0	999.0	999.0	999.0	999.0	999.0	999.0	999.0	0	0	0	0	0	0	0	0	0	0	0	0	Попасная	Private transport (own car, borrowed car) Walking		Distance Transport is never available			local (in this rayon) from the oblast		Allowances (Social security\welfare)		Limited availability	Limited availability	Limited availability	Cost Availability		Не выращивают на продажу	Не продавали.	Distance		Distance to FSP		Mines and ERW		No			Landmines\ERW are present;		No	Some of the known areas	No	In-home social care Registration servives Delivering pensions or social benefits		No, required	Daily	well		No		Waste is buried or burned other (specify)	В я мы сносят	no problems		Luhanska	Popasnianskyi	Vyskryva	Yes	48.9443394 38.4906144 97.19999694824219 22.227	48.9443394	38.4906144	97.1999969482	22.227		4077702	a36d523f-6d68-4654-91ce-abf3ccebc3c8	2017-06-07T12:20:37	23	Vyskryva	4423856901	Vyskryva	0	48.5910191839	38.2960637195
Community	2017-06-07T13:24:07.372+03	2017-06-07T13:54:41.940+03	2017-06-07	354619078917910	Yes	female	No	Комышеваха.	No	Попасная	Don't know	Distance to services is too big other (specify)	Нет автобуса.	0	Попасная	No health facilities available in the area;		all equally	0-250	Yes, weekly	The community does not use gas	The community has no water supply	Yes, infrequently	Fuel too expensive Delivery problems		Not available	999.0	999.0	30.0	20.0	6.0	999.0	36.0	60.0	50.0	75.0	25.0	9.0	8.0	8.0	999.0	999.0	999.0	999.0	999.0	999.0	15.0	25.0	35.0	999.0	999.0	10.0	25.0	999.0	0	0	0	0	0	0	0	0	0	0	0	0	Магазин	Private transport (own car, borrowed car)		Distance Transport is never available need to cross checkpoints			local (in this rayon) from the oblast		Allowances (Social security\welfare)		Limited availability	Limited availability	Limited availability	Cost Availability		Не продают	Попасная	Distance Problems transporting produce		Distance to FSP Other (specify)	Нет финансовых учреждений вообще.	Mines and ERW		No			Landmines\ERW are present;		No	None of the known areas	No	All available		No, not required	Daily	well		No		Waste is buried or burned		Cannot empty septic tank		Luhanska	Popasnianskyi	Settlement is not on the list	No						Пос.Нырково.ул.Чапаева 47	4077703	d30591f1-d016-4d84-a08a-7534a8f47bae	2017-06-07T12:20:38	24	Nyrkove	4423856905	Nyrkove	0	48.736833	38.317441
Community	2017-06-07T10:33:07.281+03	2017-06-07T10:51:48.420+03	2017-06-07	354619078917803	Yes	female	No	Попасная	No	Попасная	Yes	other (specify)	Школ нет,  дачний поселок	0	Попасная,  Бахмут	No health facilities available in the area; High cost of transportation to health facility; Old age;		elderly male elderly female	don’t know	no	The community does not use gas	The community has no water supply	No centralized heating in the community	Fuel too expensive Delivery problems		Fully available	999.0	999.0	999.0	999.0	999.0	999.0	999.0	999.0	999.0	999.0	999.0	999.0	999.0	999.0	999.0	999.0	999.0	999.0	999.0	999.0	999.0	999.0	999.0	999.0	999.0	999.0	999.0	999.0	0	0	0	0	0	0	0	0	0	0	0	0	Попасная,  Бахмут	Private transport (own car, borrowed car) Bicycle		Distance need to cross checkpoints Other (specify)	Дорога плохого качества		from the oblast from other regions of Ukraine		Farming Allowances (Social security\welfare)		Fully available	Fully available	Fully available	Cost		Не продает	Не продавали	Distance Problems transporting produce		Distance to FSP Cost of travelling to FSP		Community tension Mines and ERW		Don't know			Landmines\ERW are present;		Yes, sufficient	None of the known areas	No	Other (specify)	Не доступни	No, required	infrequently	well		No		Waste is buried or burned Waste is disposed of at designated waste management site		No water to flush Cannot empty septic tank other (specify)	Колодцев не хватает	Luhanska	Popasnianskyi	Vyskryva	Yes	48.593100919115685 38.301178855373024 168.5457573387782 32.0	48.5931009191	38.3011788554	168.545757339	32.0		4077711	15b4e773-59d8-4716-8da0-9d9eadc01903	2017-06-07T12:22:15	25	Vyskryva	4423856901	Vyskryva	0	48.5931009191	38.3011788554
Community	2017-06-07T13:32:55.884+03	2017-06-07T13:54:57.789+03	2017-06-07	354619078917803	Yes	female	No	Попасная	No	Попасная	Yes	Distance to services is too big		0	Попасная	No health facilities available in the area; High cost of transportation to health facility; Old age;		all equally	don’t know	Yes, daily	The community does not use gas	The community has no water supply	No centralized heating in the community	Fuel too expensive Delivery problems		Fully available	33.0	16.0	28.0	18.0	5.0	999.0	999.0	999.0	55.0	70.0	24.0	8.0	8.0	8.0	999.0	999.0	999.0	999.0	999.0	15.0	15.0	28.0	999.0	999.0	999.0	7.0	25.0	999.0	0	0	0	0	0	0	0	0	0	0	0	0	Попасная	Private bus service Private transport (own car, borrowed car)		Distance high prices need to cross checkpoints			local (in this rayon) from the oblast		Allowances (Social security\welfare)		Fully available	Fully available	Fully available	Cost		Не продают	Попасная	Distance Problems transporting produce Other (specify)	Дизеля не ходят	Distance to FSP Lack of FSPs (incl. ATMs)		Community tension Lack of Psycho-Social Support		No			Landmines\ERW are present;		No	None of the known areas	No	All available		No, not required	Daily	well		No		Waste is buried or burned		Cannot empty septic tank		Luhanska	Popasnianskyi	Settlement is not on the list	Yes	48.736988802164255 38.3160640091097 249.18847010757054 16.0	48.7369888022	38.3160640091	249.188470108	16.0		4077714	c7e19708-13ea-456e-bf68-c1ccc5cb006b	2017-06-07T12:22:18	26	Nyrkove	4423856905	Nyrkove	0	48.7369888022	38.3160640091
Community	2017-06-02T11:57:51.640+03	2017-06-02T12:16:07.421+03	2017-06-02	354619078917589	Yes	female	No	Счастье	No	Счастье	Yes	Distance to services is too big		0	Счастье	No health facilities available in the area;		all equally	don’t know	no	The community does not use gas	The community has no water supply	No centralized heating in the community	Fuel too expensive Quality is too bad		Fully available	35.0	12.0	35.0	17.0	6.5	999.0	70.0	999.0	110.0	999.0	20.0	8.5	999.0	8.0	7.0	12.0	999.0	999.0	999.0	24.0	15.0	20.0	999.0	10.0	999.0	999.0	999.0	999.0	0	0	0	0	0	0	0	0	0	0	0	0	Счастье	Private bus service Bicycle Walking		Distance Transport is never available high prices			local (in this rayon) from the oblast		Farming Allowances (Social security\welfare)		Fully available	Fully available	Fully available	Cost		Счастье	Счастье, Луганск	Problems transporting produce Used to sell at markets which are now at NGCA		Other (specify)	Нет поставщиков услуг	Community tension Mines and ERW		No			Landmines\ERW are present;		Yes, sufficient	Don't know	No	In-home social care		Yes, insufficient	Daily	well		No		Waste is buried or burned Waste is left in the street\public area		Cannot empty septic tank		Luhanska	Stanychno-Luhanskyi	Staryi Aidar	Yes	48.723216967608586 39.18219734327835 53.1229148727623 6.0	48.7232169676	39.1821973433	53.1229148728	6.0		4007222	45da7c1d-1a04-4dd4-8066-d6c11e943da4	2017-06-02T12:15:22	241	Staryi Aidar	4424885003	Staryi Aidar	0	48.7232169676	39.1821973433
Community	2017-06-02T11:05:46.177+03	2017-06-02T11:31:54.609+03	2017-06-02	354619078917803	Yes	female	No	Петровка	No	Беловодск	No	No challenges		1	Счастье	High cost of transportation to health facility; Health care services are too expensive;		all equally	don’t know	no	no	no	No centralized heating in the community	Fuel too expensive		Not available	31.0	19.0	35.0	20.0	6.0	999.0	83.0	60.0	55.0	85.0	21.0	9.0	7.0	21.0	9.0	14.0	16.0	999.0	15.0	21.0	12.0	32.0	30.0	12.0	999.0	7.0	19.0	25.0	0	0	1	1	0	0	1	1	0	0	0	0	Магазин	Bicycle Walking		No challenges			from the oblast		Allowances (Social security\welfare)		Limited availability	Limited availability	Limited availability	Poor quality		Ринок	В Луганске	Used to sell at markets which are now at NGCA		No problems Other (specify)	Нет банкоматов вообще	Community tension		No			Landmines\ERW are present;		No	None of the known areas	No	All available		No, required	Not in last three months but has happened	piped drinking water		No		Waste is buried or burned Waste is left in the street\public area		other (specify)	В двухєтажних дома х забивается канализация , почистити только за большие деньги, труби в дома х гнилие,  вонь фекалиями.	Luhanska	Stanychno-Luhanskyi	Nyzhnoteple	Yes	48.79651717310703 39.34851022139718 36.03584780396133 16.0	48.7965171731	39.3485102214	36.035847804	16.0		4007313	7018f791-208b-4100-935d-1e02370d67b8	2017-06-02T12:31:17	242	Nyzhnoteple	4424883501	Nyzhnoteple	0	48.7965171731	39.3485102214
Community	2017-06-02T15:26:51.963+03	2017-06-02T15:42:50.574+03	2017-06-02	354619078917589	Yes	female	No	Счастье	No	Счастье	Yes	Distance to services is too big		0	Профилактория	No health facilities available in the area;		all equally	don’t know	no	no	The community has no water supply	no	No problems		Fully available	38.0	16.0	30.0	17.0	6.0	999.0	62.0	68.0	90.0	999.0	999.0	8.5	10.0	7.0	999.0	999.0	999.0	999.0	999.0	999.0	15.0	25.0	50.0	11.0	999.0	6.0	999.0	999.0	0	0	0	0	0	0	0	0	0	0	0	0	Передельск	Private bus service Private transport (own car, borrowed car)		Distance			local (in this rayon) from the oblast		Farming Allowances (Social security\welfare)		Fully available	Fully available	Fully available	Cost		По месту	Перекупщики забирали сами	Problems transporting produce Used to sell at markets which are now at NGCA		Other (specify)	Нет поставщиков	Community tension other (specify)	Нет работы	No			Landmines\ERW are present;		No	None of the known areas	No	In-home social care Registration servives		No, required	infrequently	well		No		Waste is buried or burned Waste is left in the street\public area		no problems		Luhanska	Stanychno-Luhanskyi	Heivka	No						Речная 4	4007413	a2b42dcb-540c-4f0d-913d-900da3954106	2017-06-02T12:44:15	243	Heivka	4424885002	Heivka	0	48.768529	39.10803
Community	2017-06-02T10:57:54.082+03	2017-06-02T11:19:52.405+03	2017-06-02	354619078917910	Yes	female	Yes, functioning		No	Станица	Yes	No challenges		1	Петровкп	No health facilities available in the area;		pregnant women	0-250	no	no	no	no	Fuel too expensive		Fully available	34.0	12.0	37.0	20.0	6.2	100.0	50.0	45.0	55.0	90.0	22.0	8.0	6.0	8.0	999.0	999.0	999.0	999.0	999.0	10.0	10.0	31.0	999.0	15.0	999.0	5.0	25.0	32.0	0	0	0	0	0	0	1	1	0	0	0	0	Местный магазины.Петровка	Public bus service Private transport (own car, borrowed car) Mototransport Bicycle		Distance			local (in this rayon) from other regions of Ukraine		Unstable employment (daily) Allowances (Social security\welfare)		Fully available	Fully available	Fully available	Cost		Не продают	И ранее выращивали для себя	No problems		Queues Lack of FSPs (incl. ATMs) Technical issues at FSP (eg. Electronic systems not functioning)		No concerns		No			Not sure\don't know		Yes, insufficient		No	All available		No, not required	Montly	well		Yes		Waste is buried or burned		don't know		Luhanska	Stanychno-Luhanskyi	Nyzhnoteple	Yes	48.79584894827846 39.346871634884664 20.383495806977447 8.0	48.7958489483	39.3468716349	20.383495807	8.0		4007444	1d8108ee-7e7f-4252-9483-c6b3d4ce4a97	2017-06-02T12:48:38	244	Nyzhnoteple	4424883501	Nyzhnoteple	0	48.7958489483	39.3468716349
Community	2017-06-02T12:03:16.519+03	2017-06-02T13:56:56.845+03	2017-06-02	354619078917910	Yes	female	No	Петровка	No	Станица.Беловодск.	Yes	Distance to services is too big		0	Петровка, Счастье. Нет возможности приобрести медикам.	No health facilities available in the area; High cost of transportation to health facility; No transportation\long distance to facility;		all equally	don’t know	no	no	Yes, infrequently	no	Fuel too expensive Delivery problems		Not available	40.0	13.0	40.0	20.0	9.0	999.0	65.0	65.0	70.0	80.0	26.0	9.0	7.0	9.0	18.0	15.0	12.0	9.0	15.0	30.0	10.0	30.0	45.0	12.0	999.0	10.0	20.0	999.0	0	0	0	0	0	0	0	0	0	0	0	0	Петровка	Private bus service Private transport (own car, borrowed car) Mototransport Bicycle		Distance			local (in this rayon) from the oblast from other regions of Ukraine		Unstable employment (daily) Allowances (Social security\welfare)		Not available	Fully available	Not available	Cost		Не выращивают.	Луганск.счастье.	Distance Used to sell at markets which are now at NGCA		Distance to FSP Queues Lack of FSPs (incl. ATMs)		Mines and ERW		No			Landmines\ERW are present;		Yes, sufficient	Yes, all known areas	No	In-home social care Delivering pensions or social benefits		Yes, insufficient	Daily	well		No		Waste is buried or burned		Cannot empty septic tank other (specify)	Очень дорого сьоит откачать выгребную яму  около 1500 грн	Luhanska	Stanychno-Luhanskyi	Artema	Yes	48.78760356341929 39.30804156731624 84.4622115721079 32.0	48.7876035634	39.3080415673	84.4622115721	32.0		4007446	0fc88866-8122-4be0-b6ae-febea5ee63ce	2017-06-02T12:48:40	245	Artema	4424883502	Artema	0	48.7876035634	39.3080415673
Community	2017-06-02T11:09:27.139+03	2017-06-02T11:40:08.328+03	2017-06-02	354619078933503	Yes	female	No	Петровка	No	Не знаю	Yes	No challenges		1	Петровка Счастья	High cost of transportation to health facility; No transportation\long distance to facility; other (specify)	Нет узких специалистов,  нет госпиталей	all equally	don’t know	Yes, infrequently	no	no	no	Fuel too expensive		Fully available	30.0	15.0	32.0	18.0	5.0	110.0	80.0	60.0	60.0	95.0	28.0	9.0	9.0	10.0	10.0	15.0	15.0	999.0	15.0	18.0	12.0	29.0	35.0	10.0	999.0	8.0	25.0	25.0	0	0	0	0	0	0	1	1	0	0	1	1	Счастье	Private bus service		Distance need to cross checkpoints Transport is too expensive		40.0	local (in this rayon) from the oblast from other regions of Ukraine		Self-employment (not farming) Farming Allowances (Social security\welfare)		Fully available	Fully available	Fully available	Cost		Местный Счастье	Луганск	Distance Problems transporting produce Security concerns		Queues Lack of FSPs (incl. ATMs)		Pillage\destruction of property		No			Landmines\ERW are present;		No	Some of the known areas	No	All available Registration servives		No, required	Not in last three months but has happened	bottled				Waste is buried or burned Waste is disposed of at designated waste management site		other (specify)	Есть опасение прекращения работы местного водоканала всвязи с не рентабельностью и задолженностью,  сокращением персонала	Luhanska	Stanychno-Luhanskyi	Nyzhnoteple	Yes	48.79752527406113 39.340999818520494 49.042165639073325 6.0	48.7975252741	39.3409998185	49.0421656391	6.0		4007458	45eeaaf3-1db1-4b45-9481-fb0e123531b3	2017-06-02T12:50:29	246	Nyzhnoteple	4424883501	Nyzhnoteple	0	48.7975252741	39.3409998185
Community	2017-06-02T12:23:06.487+03	2017-06-02T12:43:44.618+03	2017-06-02	354619078933503	Yes	female	No	Петровка	No	Беловодск	Yes	other (specify)	Старшая школа в другом населенном пункте, нечем добираться	0	Нижнетеплое	No health facilities available in the area; High cost of transportation to health facility; No transportation\long distance to facility;		all equally	don’t know	no	no	Yes, infrequently	no	Fuel too expensive Delivery problems		Limited availability	40.0	12.0	36.0	22.0	6.0	999.0	60.0	55.0	55.0	90.0	25.0	9.0	9.0	6.0	999.0	15.0	10.0	7.0	13.0	15.0	10.0	30.0	40.0	10.0	999.0	8.0	30.0	29.0	0	0	0	0	0	0	0	0	0	0	0	0	Петровка Счастья	Private bus service Bicycle		Distance Transport is too expensive		40.0	local (in this rayon) from the oblast from other regions of Ukraine		Allowances (Social security\welfare)		Limited availability	Fully available	Limited availability	Cost		Не выращивают	Станица, Луганск	Used to sell at markets which are now at NGCA		Distance to FSP Queues Lack of FSPs (incl. ATMs)		Mines and ERW		No			Landmines\ERW are present;		No	Some of the known areas	No	Registration servives		No, required	Daily	well		No		Waste is buried or burned		Cannot empty septic tank		Luhanska	Stanychno-Luhanskyi	Artema	No						Октябрьская 14	4007460	44cd1c78-b555-4f4a-bfb4-917ad10956f2	2017-06-02T12:50:33	247	Artema	4424883502	Artema	0	48.67742	39.51529
Community	2017-06-02T10:31:21.512+03	2017-06-02T10:52:44.961+03	2017-06-02	354619079753785	Yes	female	No	Петровка	No	Беловодск	Yes	No challenges		0	Счастье	No health facilities available in the area; other (specify)	Нет транспорта	elderly male elderly female	0-250	no	no	The community has no water supply	No centralized heating in the community	No problems		Fully available	999.0	999.0	18.0	17.0	999.0	999.0	56.0	999.0	63.0	999.0	999.0	8.0	8.0	7.0	999.0	999.0	999.0	999.0	999.0	10.0	15.0	30.0	30.0	9.0	999.0	999.0	999.0	13.0	1	0	0	1	0	0	0	0	0	0	0	0	Счастье	Private bus service Private transport (own car, borrowed car) Bicycle		No challenges			local (in this rayon)		Farming Allowances (Social security\welfare)		Fully available	Fully available	Fully available	Other (specify)	Никаких сложностей	Счастье. Северодонецк.	Луганск	Used to sell at markets which are now at NGCA		No problems		Shelling		No			Landmines\ERW are not present		Don't know		Yes, sufficient	All available		No, not required	Not in last three months but has happened	well		No		Waste is buried or burned Waste is disposed of at designated waste management site		no problems		Luhanska	Stanychno-Luhanskyi	Peredilske	Yes	48.75156891116736 39.15055380146161 45.91466239503263 16.0	48.7515689112	39.1505538015	45.914662395	16.0		4007563	d02048d2-ab72-4655-b9d2-3276a3e5f6cd	2017-06-02T12:59:21	248	Peredilske	4424885001	Peredilske	0	48.7515689112	39.1505538015
Community	2017-06-02T11:58:47.045+03	2017-06-02T12:14:02.004+03	2017-06-02	354619079753785	Yes	female	No	Петровка	No	Счастье	No	Distance to services is too big		0	Счастье	No health facilities available in the area; High cost of transportation to health facility;		all equally	0-250	no	The community does not use gas	The community has no water supply	No centralized heating in the community	Fuel not available		Fully available	999.0	999.0	999.0	999.0	999.0	999.0	999.0	999.0	999.0	999.0	999.0	999.0	999.0	8.0	999.0	999.0	999.0	999.0	999.0	999.0	15.0	999.0	999.0	999.0	999.0	999.0	999.0	999.0	0	0	0	0	0	0	0	0	0	0	0	0	Счастье	Private bus service Bicycle		Distance Transport is never available Transport is too expensive		140.0	local (in this rayon)		Farming Allowances (Social security\welfare)		Fully available	Fully available	Fully available	Cost Poor quality		Счастье	Луганск. Счастье	Distance Problems transporting produce Used to sell at markets which are now at NGCA		Distance to FSP		Shelling		No			other (specify)	В лесу за селом	Yes, sufficient		No	All available		No, required	Not in last three months but has happened	well		No		Waste is buried or burned Waste is left in the street\public area		no problems		Luhanska	Stanychno-Luhanskyi	Staryi Aidar	No						Айдарская. Дом 83	4007567	1cd6eb11-dbda-4cfe-bd6f-8be411c62684	2017-06-02T12:59:26	249	Staryi Aidar	4424885003	Staryi Aidar	0	48.715985	39.177497
Community	2017-06-02T15:25:43.300+03	2017-06-02T15:58:51.751+03	2017-06-02	354619079753785	Yes	male	No	Петровка	No	Счастье	Yes	Distance to services is too big other (specify)	Нет транспорта	0	Передельск	No health facilities available in the area; other (specify)	Далеко добираться. Нет прямого транспорта	all equally	501-750	no	no	The community has no water supply	No centralized heating in the community	Fuel not available other (specify)	Геевка не попала под гуманитарку	Fully available	999.0	999.0	999.0	999.0	999.0	999.0	999.0	999.0	999.0	999.0	999.0	999.0	999.0	999.0	999.0	999.0	999.0	999.0	999.0	999.0	999.0	999.0	999.0	999.0	999.0	999.0	999.0	999.0	0	0	0	0	0	0	0	0	0	0	0	0	Счастье	Private bus service other (specify)	Попутки	Distance Transport is never available Transport is too expensive		200.0	local (in this rayon)		Farming Allowances (Social security\welfare)		Fully available	Fully available	Fully available	Cost		Для себя выращивают	Луганск	Used to sell at markets which are now at NGCA		Distance to FSP Cost of travelling to FSP		Presence of armed groups		No			Landmines\ERW are not present		No		No	All available		No, not required	Not in last three months but has happened	well		No		Waste is buried or burned		no problems		Luhanska	Stanychno-Luhanskyi	Heivka	No						Улица речная 13	4007569	bbfdffc5-af00-41cb-b6d0-8820691b0688	2017-06-02T12:59:37	250	Heivka	4424885002	Heivka	0	48.768529	39.10803
Community	2017-06-02T10:31:30.778+03	2017-06-02T15:26:22.876+03	2017-06-02	354619079752720	Yes	female	No	Петровка	No	Станица Луганская	Yes	No challenges		0	Счастье	No health facilities available in the area; No transportation\long distance to facility; other (specify)	Петровка-недостаток специалистов	disabled male disabled female elderly male elderly female pregnant women female children male children no issues	0-250	no	no	no	No centralized heating in the community	Fuel too expensive Quality is too bad		Limited availability	35.0	12.0	35.0	17.0	6.0	999.0	999.0	999.0	999.0	999.0	20.0	9.0	9.0	10.0	999.0	999.0	999.0	999.0	999.0	25.0	18.0	25.0	30.0	12.0	999.0	8.0	999.0	35.0	0	0	0	0	0	0	0	0	0	0	0	0	Магазин,   Щастье	Private transport (own car, borrowed car)		Distance high prices Transport is too expensive		160.0	from the oblast from other regions of Ukraine Belarus		Farming Allowances (Social security\welfare)		Limited availability	Limited availability	Limited availability	Cost		Щастте,Северодонецк	Луганск	Distance Problems transporting produce Used to sell at markets which are now at NGCA		Distance to FSP Queues		Community tension Mines and ERW Lack of Psycho-Social Support		No			Not sure\don't know		Yes, insufficient		No	Registration servives		Yes, insufficient	infrequently	well		No		Waste is buried or burned Waste is left in the street\public area		No water to flush		Luhanska	Stanychno-Luhanskyi	Peredilske	No						Мира 9/12	4007585	870bf256-f0e5-42dd-ad7c-d20e5af80c42	2017-06-02T13:02:59	251	Peredilske	4424885001	Peredilske	0	48.756812	39.14893
Community	2017-06-02T11:59:42.659+03	2017-06-02T15:27:59.254+03	2017-06-02	354619079752720	Yes	female	No	Петровка	No	Новоайдар	Yes	Distance to services is too big Route to services is unsafe (mines, checkpoints, shelling); other (specify)	Учатся в интернате Счастье	0	Счастье	No health facilities available in the area; High cost of transportation to health facility; No transportation\long distance to facility;		disabled male disabled female elderly male elderly female female children male children	0-250	no	The community does not use gas	no	No centralized heating in the community	Fuel too expensive Delivery problems Quality is too bad		Limited availability	999.0	12.0	35.0	20.0	8.0	999.0	999.0	999.0	999.0	999.0	999.0	10.0	8.0	10.0	8.0	999.0	999.0	999.0	999.0	999.0	21.0	30.0	999.0	10.0	999.0	10.0	20.0	35.0	0	0	0	0	0	0	0	0	0	0	0	0	Счастье	Private transport (own car, borrowed car) Bicycle		Distance high prices Transport is too expensive		140.0	local (in this rayon) from the oblast from other regions of Ukraine		Farming Allowances (Social security\welfare)		Limited availability	Limited availability	Limited availability	Cost		Счастье	Луганск	Distance Problems transporting produce Used to sell at markets which are now at NGCA		Distance to FSP Queues		Community tension Pillage\destruction of property other (specify)	Много бродячих собак (случаи наадения на людей)	No			Landmines\ERW are present;		Yes, sufficient	Some of the known areas	No	In-home social care Registration servives		No, not required	Daily	well		No		Waste is left in the street\public area		No water to flush Cannot empty septic tank		Luhanska	Stanychno-Luhanskyi	Staryi Aidar	No						Айдарская 91	4007587	717f5ed6-0caa-4537-86c9-68382f7e7c09	2017-06-02T13:03:01	252	Staryi Aidar	4424885003	Staryi Aidar	0	48.715985	39.177497
