	start	end	date_assessment	deviceid	enum_id	facility_name	facility_type	facility_status	current_oblast	current_raion	current_village	gps_work	gpslocation	_gpslocation_latitude	_gpslocation_longitude	_gpslocation_altitude	_gpslocation_precision	location_manual	_id	_uuid	_submission_time	_index
139	2017-05-24T14:51:18.373+03	2017-05-24T14:52:09.259+03	2017-05-24	354619079753785	SIEV _01	Аэлита	Supermarket	Active / operating	Luhanska	Popasnianskyi	Novotoshkivske	Yes	48.72379587032338 38.62960018807862 175.2527253928456 16.0	48.7237958703	38.6296001881	175.252725393	16.0		3854867	f7bc33c3-1d0d-4ac9-9a21-debff4dde716	2017-05-24T14:23:28	140
140	2017-05-24T12:36:01.317+03	2017-05-24T13:31:30.937+03	2017-05-24	354619078917910	SIEV_04	Магазин	Supermarket	Active / operating	Luhanska	Popasnianskyi	Novotoshkivske	Yes	48.724471910337186 38.630744170945164 203.14073131367215 24.0	48.7244719103	38.6307441709	203.140731314	24.0		3854888	812cb741-26b2-4acd-bd4e-6953404d0ff5	2017-05-24T14:24:21	141
141	2017-05-24T13:31:35.631+03	2017-05-24T13:36:01.329+03	2017-05-24	354619078917910	SIEV_04	Детский сад	Kindergarten	Destroyed	Luhanska	Popasnianskyi	Novotoshkivske	Yes	48.724554423727795 38.63067708310223 198.28658008490504 16.0	48.7245544237	38.6306770831	198.286580085	16.0		3854891	81976eb3-3bff-42aa-8ca1-eee2bec7d225	2017-05-24T14:24:23	142
142	2017-05-24T13:33:49.079+03	2017-05-24T13:34:58.261+03	2017-05-24	354619078917910	SIEV_04	Рынок	Marketplace	Active / operating	Luhanska	Popasnianskyi	Novotoshkivske	Yes	48.72418859715269 38.630010405447166 200.89546189032063 8.0	48.7241885972	38.6300104054	200.89546189	8.0		3854892	ae50c089-0ca9-4f6a-85c1-58b1cffbb8f4	2017-05-24T14:24:24	143
143	2017-05-24T15:09:53.184+03	2017-05-24T15:10:38.376+03	2017-05-24	354619078917803	Siev_02	Почта	Government building	Active / operating	Luhanska	Popasnianskyi	Nyzhnie	Yes	48.77779192450616 38.62702624178501 68.31138445420481 12.0	48.7777919245	38.6270262418	68.3113844542	12.0		3854974	d3974053-be2c-4851-bb2f-92091b5fbd5e	2017-05-24T14:28:39	144
144	2017-05-24T10:52:55.421+03	2017-05-24T16:12:06.157+03	2017-05-24	354619079752720	SIEV_05	Магазин	Supermarket	Active / operating	Luhanska	Popasnianskyi	Nyzhnie	Yes	48.76996391274509 38.610716725083336 95.84984643908355 4.0	48.7699639127	38.6107167251	95.8498464391	4.0		3855026	9e304c3e-3cfa-46cc-b49c-cc8a64a8b78f	2017-05-24T14:32:14	145
145	2017-05-24T16:09:59.202+03	2017-05-24T16:11:52.006+03	2017-05-24	354619079752720	SIEV_05	Магазин	Supermarket	Active / operating	Luhanska	Popasnianskyi	Nyzhnie	Yes	48.77684079970904 38.62617116681429 93.9137055608009 16.0	48.7768407997	38.6261711668	93.9137055608	16.0		3855031	3151906f-741b-41a9-9897-9576ad585d84	2017-05-24T14:32:19	146
146	2017-05-25T09:52:50.442+03	2017-05-25T09:53:40.801+03	2017-05-25	354619079756564	Slov 004	Почта	Post office	Active / operating	Donetska	Yasynuvatskyi	Novobakhmutivka	Yes	48.25053235315504 37.79503545709917 160.59865875244503 32.0	48.2505323532	37.7950354571	160.598658752	32.0		3874682	20e01ad6-664c-4134-b789-50f93558e863	2017-05-25T11:48:15	147
147	2017-05-25T10:23:50.750+03	2017-05-25T10:24:59.073+03	2017-05-25	354619079756564	Slov 004	Магазин	Supermarket	Active / operating	Donetska	Yasynuvatskyi	Novobakhmutivka	Yes	48.24748260840074 37.80140920483222 149.89152221904948 32.0	48.2474826084	37.8014092048	149.891522219	32.0		3874687	ddb688dc-94b2-431b-a8a1-df9b96c8ddfe	2017-05-25T11:48:17	148
148	2017-05-25T10:04:38.610+03	2017-05-25T10:05:53.901+03	2017-05-25	354619079757273	Slov 003	Магазин	Supermarket	Active / operating	Donetska	Yasynuvatskyi	Troitske	Yes	48.26280746258954 37.8575893737403 137.84420881974816 32.0	48.2628074626	37.8575893737	137.84420882	32.0		3875392	e7d885da-e567-4d4d-9504-2fd68d39a60f	2017-05-25T12:32:03	149
149	2017-05-25T11:41:24.565+03	2017-05-25T11:42:29.001+03	2017-05-25	354619079757273	Slov 003	Магазин продукты	Supermarket	Active / operating	Donetska	Yasynuvatskyi	Verkhnotoretske	Yes	48.22042958100462 37.86900679916528 188.28456769769343 12.0	48.220429581	37.8690067992	188.284567698	12.0		3875395	fc6e0c4f-ef39-4e82-8f9c-1696a0ca7d00	2017-05-25T12:32:07	150
150	2017-05-25T12:48:19.951+03	2017-05-25T12:49:40.970+03	2017-05-25	354619079757273	Slov 003	Магазин светлана	Supermarket	Active / operating	Donetska	Yasynuvatskyi	Verkhnotoretske	Yes	48.221683855983436 37.86733083829198 165.1674625032328 24.0	48.221683856	37.8673308383	165.167462503	24.0		3875397	c89e0fa2-73bc-43c4-9ffb-37b963eefa4d	2017-05-25T12:32:09	151
151	2017-05-25T12:51:23.312+03	2017-05-25T12:52:48.613+03	2017-05-25	354619079757273	Slov 003	Хозтовары	Supermarket	Active / operating	Donetska	Yasynuvatskyi	Verkhnotoretske	Yes	48.222333904094455 37.86979040728765 161.93210478924453 16.0	48.2223339041	37.8697904073	161.932104789	16.0		3875398	e865eae9-c2bf-45a0-8cc0-6a79ace5c69c	2017-05-25T12:32:10	152
152	2017-05-25T12:53:30.368+03	2017-05-25T12:54:47.693+03	2017-05-25	354619079757273	Slov 003	Магазин все для дома	Supermarket	Active / operating	Donetska	Yasynuvatskyi	Verkhnotoretske	Yes	48.22233418304564 37.87044667072002 111.68259837067257 32.0	48.222334183	37.8704466707	111.682598371	32.0		3875399	7d464063-b61c-4195-bec3-f30fa911e2a2	2017-05-25T12:32:11	153
153	2017-05-25T12:57:01.851+03	2017-05-25T12:58:13.472+03	2017-05-25	354619079757273	Slov 003	Магазин продукты	Supermarket	Active / operating	Donetska	Yasynuvatskyi	Verkhnotoretske	Yes	48.22493371627755 37.876024596447465 143.5322010129814 32.0	48.2249337163	37.8760245964	143.532201013	32.0		3875400	c8723fe6-456b-414f-a7a9-796421abffd0	2017-05-25T12:32:12	154
154	2017-05-25T13:22:21.110+03	2017-05-25T13:23:04.676+03	2017-05-25	354619078917803	Siev_02	Магазин	Supermarket	Active / operating	Luhanska	Stanychno-Luhanskyi	Petrivka	Yes	48.810676875224146 39.263810910746095 51.85965880084883 16.0	48.8106768752	39.2638109107	51.8596588008	16.0		3877729	76abfc67-c73e-4e60-82eb-da8ed4f4f2c0	2017-05-25T14:29:29	155
155	2017-05-25T14:32:30.379+03	2017-05-25T14:33:15.742+03	2017-05-25	354619078917803	Siev_02	Полиция	Government building	Active / operating	Luhanska	Stanychno-Luhanskyi	Petrivka	Yes	48.80444146910086 39.265640529134096 76.19918950478773 12.0	48.8044414691	39.2656405291	76.1991895048	12.0		3877731	de070cd1-0ae3-4cb6-bfc6-9adde141ad60	2017-05-25T14:29:32	156
156	2017-05-25T14:37:37.276+03	2017-05-25T14:38:20.820+03	2017-05-25	354619078917803	Siev_02	Магазин	Supermarket	Active / operating	Luhanska	Stanychno-Luhanskyi	Petrivka	Yes	48.7944846494898 39.26651555513876 57.51697681902765 6.0	48.7944846495	39.2665155551	57.516976819	6.0		3877732	0616eb4f-8ae5-421b-9953-1d7691273b5d	2017-05-25T14:29:34	157
157	2017-05-25T14:39:09.745+03	2017-05-25T14:39:52.844+03	2017-05-25	354619078917803	Siev_02	Аптека	Pharmacy	Active / operating	Luhanska	Stanychno-Luhanskyi	Petrivka	Yes	48.793639794429865 39.268263612106644 67.04303768875734 6.0	48.7936397944	39.2682636121	67.0430376888	6.0		3877734	71f92da7-c065-439c-acaf-d567de9d63a6	2017-05-25T14:29:36	158
158	2017-05-25T13:33:38.096+03	2017-05-25T13:34:21.536+03	2017-05-25	354619078917589	SIEV_07	Магазин	Supermarket	Active / operating	Luhanska	Stanychno-Luhanskyi	Petrivka	Yes	48.80790414594187 39.266660520186704 79.03664052316283 8.0	48.8079041459	39.2666605202	79.0366405232	8.0		3877874	5d8e35a3-e2aa-4271-b815-6feee07ff242	2017-05-25T14:33:48	159
159	2017-05-25T14:05:21.815+03	2017-05-25T14:06:06.724+03	2017-05-25	354619078917589	SIEV_07	Магазин Лидер	Supermarket	Active / operating	Luhanska	Stanychno-Luhanskyi	Stanytsia Luhanska	Yes	48.80806052108355 39.267934546934505 72.70002089317695 16.0	48.8080605211	39.2679345469	72.7000208932	16.0		3877875	d965c042-3c60-47f5-bd90-bdc9808179ab	2017-05-25T14:33:49	160
160	2017-05-25T14:34:14.952+03	2017-05-25T14:34:59.184+03	2017-05-25	354619078917589	SIEV_07	Магазин	Supermarket	Active / operating	Luhanska	Stanychno-Luhanskyi	Petrivka	Yes	48.801149539735775 39.26556842342879 53.260813347690906 16.0	48.8011495397	39.2655684234	53.2608133477	16.0		3877877	587676c2-f972-418e-b720-0b679447f4b5	2017-05-25T14:33:51	161
161	2017-05-25T14:35:17.999+03	2017-05-25T14:36:50.350+03	2017-05-25	354619078917910	SIEV_04	Маг.Аленушка	Supermarket	Active / operating	Luhanska	Stanychno-Luhanskyi	Petrivka	Yes	48.79542088138193 39.26564094760953 60.014686227849324 6.0	48.7954208814	39.2656409476	60.0146862278	6.0		3877924	d75ef49f-08f0-4103-877e-7879b5dd3e96	2017-05-25T14:36:12	162
162	2017-05-25T14:37:13.261+03	2017-05-25T14:38:00.777+03	2017-05-25	354619078917910	SIEV_04	Библиотека	Government building	Active / operating	Luhanska	Stanychno-Luhanskyi	Petrivka	Yes	48.79445877317952 39.266544644635054 97.15447073057493 6.0	48.7944587732	39.2665446446	97.1544707306	6.0		3877926	578691e9-4154-4818-9e14-27533a22ff9e	2017-05-25T14:36:13	163
163	2017-05-25T14:39:41.173+03	2017-05-25T14:40:51.786+03	2017-05-25	354619078917910	SIEV_04	Почта	Post office	Active / operating	Luhanska	Stanychno-Luhanskyi	Petrivka	Yes	48.79327347997439 39.26968993763034 62.23302149784498 8.0	48.79327348	39.2696899376	62.2330214978	8.0		3877927	f7f3bb00-da55-4cde-8941-b9e250c830f1	2017-05-25T14:36:14	164
164	2017-05-26T09:21:55.171+03	2017-05-26T09:24:24.712+03	2017-05-26	354619079759782	Slov.007	Авдеевский  рынок смешаного типа	Marketplace	Active / operating	Donetska	Avdiivska	Avdiivka	Yes	48.134166959938426 37.739648706908696 261.36757714076737 8.0	48.1341669599	37.7396487069	261.367577141	8.0		3898216	4daf7773-803e-45a8-9e4b-ce4c7251f730	2017-05-26T12:32:50	165
165	2017-05-26T09:31:10.252+03	2017-05-26T09:32:21.021+03	2017-05-26	354619079759782	Slov.007	Дошктльнте учрежденин	Kindergarten	Closed permanently	Donetska	Avdiivska	Avdiivka	Yes	48.1343500266978 37.7408223986918 264.1849334727394 16.0	48.1343500267	37.7408223987	264.184933473	16.0		3898217	bf3c838d-d54c-4cb3-a1bc-cf9d700a18af	2017-05-26T12:32:51	166
166	2017-05-26T09:37:36.249+03	2017-05-26T09:38:46.125+03	2017-05-26	354619079759782	Slov.007	Дошктльнте учрежденин	Kindergarten	Closed permanently	Donetska	Avdiivska	Avdiivka	Yes	48.132935054859665 37.74196246726744 255.973356314135 12.0	48.1329350549	37.7419624673	255.973356314	12.0		3898218	68b42f18-20ac-44c7-97c0-b0ac26f8c06d	2017-05-26T12:32:52	167
167	2017-05-26T10:15:39.071+03	2017-05-26T10:17:20.586+03	2017-05-26	354619079759782	DLOV.007	Фиганмоаое учреждение	Bank	Active / operating	Donetska	Avdiivska	Avdiivka	Yes	48.133473918444594 37.7459063629668 248.26737358244162 32.0	48.1334739184	37.745906363	248.267373582	32.0		3898221	2e516a70-2df1-46b0-9347-14f2ff75e3a1	2017-05-26T12:32:54	168
168	2017-05-26T10:26:02.994+03	2017-05-26T10:29:55.162+03	2017-05-26	354619079759782	Slov.007	Аптека	Pharmacy	Closed permanently	Donetska	Avdiivska	Avdiivka	Yes	48.133409370946126 37.74542677739113 232.00263517020707 32.0	48.1334093709	37.7454267774	232.00263517	32.0		3898222	ae25a00c-4c5e-4e66-b59e-b858bc891bca	2017-05-26T12:32:55	169
169	2017-05-26T10:30:03.514+03	2017-05-26T10:31:30.466+03	2017-05-26	354619079759782	Дтшкольное учреждение	"Детский сад ""Теремок"""	Kindergarten	Active / operating	Donetska	Avdiivska	Avdiivka	Yes	48.13361850103692 37.74541328569304 250.43900500374951 24.0	48.133618501	37.7454132857	250.439005004	24.0		3898224	17bc4107-f624-457b-89a0-471281a7bf37	2017-05-26T12:32:56	170
170	2017-05-26T09:24:32.595+03	2017-05-26T09:26:25.065+03	2017-05-26	354619079756564	Slov 004	Продукты	Supermarket	Active / operating	Donetska	Avdiivska	Avdiivka	Yes	48.13425638485269 37.743039203290394 332.6152343465796 24.0	48.1342563849	37.7430392033	332.615234347	24.0		3898270	19f4b446-dacc-42fb-b2c6-94a9047a6757	2017-05-26T12:34:41	171
171	2017-05-26T09:29:05.153+03	2017-05-26T09:30:09.060+03	2017-05-26	354619079756564	Slov 004	Ощадбанк	Bank	Active / operating	Donetska	Avdiivska	Avdiivka	Yes	48.13475075783556 37.74373242224484 311.2061397292418 128.0	48.1347507578	37.7437324222	311.206139729	128.0		3898271	cc330957-72d0-4810-a293-8033c3b701e3	2017-05-26T12:34:42	172
172	2017-05-26T09:31:19.499+03	2017-05-26T09:32:28.831+03	2017-05-26	354619079756564	Slov 004	Полиция	Government building	Active / operating	Donetska	Avdiivska	Avdiivka	Yes	48.134359524993215 37.744128698519205 258.81815139267144 96.0	48.134359525	37.7441286985	258.818151393	96.0		3898272	f2270504-0437-4cf8-b74c-c1806c9046bb	2017-05-26T12:34:43	173
173	2017-05-26T10:52:33.630+03	2017-05-26T10:53:41.623+03	2017-05-26	354619079756564	Slov 004	Приватбанк	Bank	Active / operating	Donetska	Avdiivska	Avdiivka	Yes	48.132921423265714 37.74478774200635 193.53496171150167 48.0	48.1329214233	37.744787742	193.534961712	48.0		3898286	2f421b01-e780-494d-b64b-ee0a1e54e524	2017-05-26T12:35:42	174
174	2017-05-26T11:01:55.648+03	2017-05-26T11:03:06.064+03	2017-05-26	354619079756564	Slov 004	Банк финансы и кредит	Bank	Active / operating	Donetska	Avdiivska	Avdiivka	Yes	48.13336013372966 37.74266222761162 220.55414450498267 24.0	48.1333601337	37.7426622276	220.554144505	24.0		3898288	a99e164c-760b-4b35-84a6-fa39b3019895	2017-05-26T12:35:47	175
175	2017-05-26T11:14:17.185+03	2017-05-26T11:15:42.856+03	2017-05-26	354619079756564	Slov 004	Банкомат приватбанк	Bank	Active / operating	Donetska	Avdiivska	Avdiivka	Yes	48.13222534658934 37.738577053034724 334.449070393096 64.0	48.1322253466	37.738577053	334.449070393	64.0		3898292	0455d9f8-3a5b-4f06-a4ad-9f7290678c9c	2017-05-26T12:35:59	176
176	2017-05-26T11:17:52.748+03	2017-05-26T11:19:27.939+03	2017-05-26	354619079756564	Slov 004	Банкомат проминвест	Bank	Active / operating	Donetska	Avdiivska	Avdiivka	Yes	48.13313480873507 37.73865018226412 298.09989854391006 12.0	48.1331348087	37.7386501823	298.099898544	12.0		3898293	36a2d08e-8c41-4d6d-801b-b66119a9b1fb	2017-05-26T12:36:01	177
177	2017-05-26T11:19:56.765+03	2017-05-26T11:21:02.948+03	2017-05-26	354619079756564	Slov 004	Почта	Post office	Active / operating	Donetska	Avdiivska	Avdiivka	Yes	48.1335771415717 37.73827274522446 367.10207572767143 64.0	48.1335771416	37.7382727452	367.102075728	64.0		3898294	0c271168-742b-4ea9-8123-05ea040895b8	2017-05-26T12:36:01	178
178	2017-05-26T10:17:11.629+03	2017-05-26T10:18:07.526+03	2017-05-26	354619079753736	Slov005	Школа 7	School	Active / operating	Donetska	Avdiivska	Avdiivka	Yes	48.13329292590049 37.735195347091604 238.8093282689036 16.0	48.1332929259	37.7351953471	238.809328269	16.0		3898489	c25b0815-0af8-41ed-ac1e-41c3400da711	2017-05-26T12:51:27	179
179	2017-05-26T12:15:26.536+03	2017-05-26T12:16:26.193+03	2017-05-26	354619079753736	Slov005	Добрі ліки	Pharmacy	Active / operating	Donetska	Avdiivska	Avdiivka	Yes	48.13331797703033 37.73886591776039 202.34320689629834 32.0	48.133317977	37.7388659178	202.343206896	32.0		3898493	520b48ea-0645-41f0-8492-46e18b86465b	2017-05-26T12:51:33	180
180	2017-05-26T12:17:15.227+03	2017-05-26T12:18:20.481+03	2017-05-26	354619079753736	Slov005	Рынок	Marketplace	Active / operating	Donetska	Avdiivska	Avdiivka	Yes	48.13412525127634 37.73830882803306 240.21958962080032 24.0	48.1341252513	37.738308828	240.219589621	24.0		3898494	a1bc832c-f76e-4e00-a5a4-761f65bab9d4	2017-05-26T12:51:34	181
181	2017-05-26T12:21:16.388+03	2017-05-26T12:23:07.422+03	2017-05-26	354619079753736	Slov005	Автобусная станция	Bus station	Active / operating	Donetska	Avdiivska	Avdiivka	Yes	48.133122576193685 37.73842190039414 255.81531509738926 12.0	48.1331225762	37.7384219004	255.815315097	12.0		3898495	6a01a92b-48fb-4f67-baf0-38c1769e3070	2017-05-26T12:51:35	182
182	2017-05-26T12:34:03.005+03	2017-05-26T12:35:00.661+03	2017-05-26	354619079753736	Slov005	Проминвестбанк	Bank	Closed permanently	Donetska	Avdiivska	Avdiivka	Yes	48.13290994308965 37.73845684608553 255.14977823789576 16.0	48.1329099431	37.7384568461	255.149778238	16.0		3898496	1ffe1086-6161-460b-abc8-baf1d47da631	2017-05-26T12:51:36	183
183	2017-05-26T12:36:49.698+03	2017-05-26T12:40:07.534+03	2017-05-26	354619079753736	Slov005	Здравица	Pharmacy	Closed permanently	Donetska	Avdiivska	Avdiivka	Yes	48.130929802129636 37.739411389994196 284.66720552154584 12.0	48.1309298021	37.73941139	284.667205522	12.0		3898497	972d0210-2e4f-4e42-8c8c-5e572ba47271	2017-05-26T12:51:38	184
184	2017-05-26T12:43:02.473+03	2017-05-26T12:43:52.237+03	2017-05-26	354619079753736	Slov005	Банкомат Пумб	Bank	Active / operating	Donetska	Avdiivska	Avdiivka	Yes	48.1297962580347 37.738998302973265 268.02851648554724 32.0	48.129796258	37.738998303	268.028516486	32.0		3898498	9b4ff4fb-d7d7-4806-a5dc-355ffdeffc93	2017-05-26T12:51:39	185
185	2017-05-26T09:25:02.997+03	2017-05-26T09:26:40.190+03	2017-05-26	354619079757273	Slov 003	Магазин атб	Supermarket	Active / operating	Donetska	Avdiivska	Avdiivka	Yes	48.13281610717665 37.73830592387216 278.2303101480273 8.0	48.1328161072	37.7383059239	278.230310148	8.0		3898631	99e9006b-40c6-472b-abdb-0eaf6e81e6ac	2017-05-26T13:04:20	186
186	2017-05-26T13:40:37.847+03	2017-05-26T13:42:40.037+03	2017-05-26	354619078933503	Siev_06	Администрация	Government building	Active / operating	Luhanska	Novoaidarskyi	Trokhizbenka	Yes	48.75735164031522 38.96280328264414 65.06056098440054 6.0	48.7573516403	38.9628032826	65.0605609844	6.0		3898797	e05fa5da-6b00-46d8-b9c0-da3d97004836	2017-05-26T13:12:10	187
187	2017-05-26T13:42:45.831+03	2017-05-26T13:44:05.034+03	2017-05-26	354619078933503	Siev_06	Почта	Post office	Active / operating	Luhanska	Novoaidarskyi	Trokhizbenka	Yes	48.75732901753535 38.96275699640731 62.50677458029396 6.0	48.7573290175	38.9627569964	62.5067745803	6.0		3898798	dd51f9cf-07b2-468f-be7b-2327369748ed	2017-05-26T13:12:12	188
188	2017-05-26T13:44:22.617+03	2017-05-26T13:45:44.932+03	2017-05-26	354619078933503	Siev_06	Амбуоатория	Clinic	Active / operating	Luhanska	Novoaidarskyi	Trokhizbenka	Yes	48.757258071697294 38.962941122242896 79.09016937422396 8.0	48.7572580717	38.9629411222	79.0901693742	8.0		3898800	a238673b-77eb-4378-a366-d23fabfdb582	2017-05-26T13:12:13	189
189	2017-05-26T13:45:59.803+03	2017-05-26T13:48:47.739+03	2017-05-26	354619078933503	Siev_06	Аптека	Pharmacy	Active / operating	Luhanska	Novoaidarskyi	Trokhizbenka	Yes	48.75684271921241 38.96435253215879 61.44858904051905 8.0	48.7568427192	38.9643525322	61.4485890405	8.0		3898803	f79cbd18-5d43-4528-8fab-6720f5932d3f	2017-05-26T13:12:15	190
190	2017-05-29T12:12:43.799+03	2017-05-29T12:14:51.427+03	2017-05-29	354619078917910	SIEV_04	"Магазин ""Ольга"""	Supermarket	Active / operating	Luhanska	Novoaidarskyi	Krymske	Yes	48.74786296609335 38.80986549803558 84.17217071848336 6.0	48.7478629661	38.809865498	84.1721707185	6.0		3939620	2ea511d3-6132-4bf9-a41f-e08c8f3559e2	2017-05-29T13:21:06	191
191	2017-05-29T12:27:53.751+03	2017-05-29T12:29:21.593+03	2017-05-29	354619078917910	SIEV_04	аптека	Pharmacy	Closed permanently	Luhanska	Novoaidarskyi	Krymske	Yes	48.74776178310648 38.80984578407963 87.56637859111063 8.0	48.7477617831	38.8098457841	87.5663785911	8.0		3939621	58f58932-5fbd-4513-b572-b939b2af2f0a	2017-05-29T13:21:07	192
192	2017-05-29T12:03:50.452+03	2017-05-29T12:04:43.170+03	2017-05-29	354619079753975	Siev 03	Магазин	Supermarket	Active / operating	Luhanska	Novoaidarskyi	Krymske	Yes	48.75194847967532 38.79144241192805 59.33035607110134 32.0	48.7519484797	38.7914424119	59.3303560711	32.0		3939894	8d78a91b-7035-42e5-9938-09a8a8d485e1	2017-05-29T13:31:53	193
193	2017-05-30T10:46:02.308+03	2017-05-30T10:49:40.665+03	2017-05-30	354619079758131	Slov006	"Магазин 'Запчасти"""	Supermarket	Active / operating	Donetska	Volnovaskyi	Hranitne	Yes	47.46019103610173 37.86669415091578 93.37715645499289 6.0	47.4601910361	37.8666941509	93.377156455	6.0		3956285	38713bed-e6f1-42a0-97cb-075d57412285	2017-05-30T11:31:38	194
194	2017-05-30T10:49:54.484+03	2017-05-30T10:50:51.567+03	2017-05-30	354619079758131	Slov006	Пекарня	Supermarket	Active / operating	Donetska	Volnovaskyi	Hranitne	Yes	47.46089203721013 37.86714590892805 56.979883971311224 32.0	47.4608920372	37.8671459089	56.9798839713	32.0		3956287	4c292ec5-babf-418d-8607-642b24a21d7f	2017-05-30T11:31:39	195
195	2017-05-30T11:33:05.766+03	2017-05-30T11:33:54.886+03	2017-05-30	354619079758131	Slov006	Магазин	Supermarket	Active / operating	Donetska	Volnovaskyi	Hranitne	Yes	47.459602771726416 37.86975550007755 51.5751797992444 64.0	47.4596027717	37.8697555001	51.5751797992	64.0		3956289	6703a63d-81b9-41c7-bf06-1698d28e2854	2017-05-30T11:31:41	196
196	2017-05-30T11:35:33.492+03	2017-05-30T11:36:19.942+03	2017-05-30	354619079758131	Slov006	Магазин	Supermarket	Active / operating	Donetska	Volnovaskyi	Hranitne	Yes	47.45813745216507 37.871342934242115 79.00698336533155 128.0	47.4581374522	37.8713429342	79.0069833653	128.0		3956291	53532327-2bde-4a75-8b6b-27099ce01004	2017-05-30T11:31:42	197
197	2017-05-30T11:36:36.333+03	2017-05-30T11:37:27.437+03	2017-05-30	354619079758131	Slov006	Мясо- овощи	Supermarket	Active / operating	Donetska	Volnovaskyi	Hranitne	Yes	47.45762857070633 37.87141158861464 102.89317846440679 64.0	47.4576285707	37.8714115886	102.893178464	64.0		3956294	d0d75935-b92a-41c6-b366-9c67bfb28450	2017-05-30T11:31:43	198
198	2017-05-26T09:27:27.013+03	2017-05-26T09:28:27.709+03	2017-05-26	354619079756424	SLOV 008	Аптека	Pharmacy	Active / operating	Donetska	Avdiivska	Avdiivka	Yes	48.13330891946997 37.73775082525425 222.4945861291606 64.0	48.1333089195	37.7377508253	222.494586129	64.0		3957135	33eb8fb9-b9aa-4c44-89d9-3321f0776897	2017-05-30T12:22:10	199
199	2017-05-30T11:20:04.529+03	2017-05-30T11:22:21.030+03	2017-05-30	354619079757273	Slov 003	Магазин хозтовары	Supermarket	Active / operating	Donetska	Volnovaskyi	Starohnativka	Yes	47.54076444986028 37.77842844658812 158.23817007857255 16.0	47.5407644499	37.7784284466	158.238170079	16.0		3957145	327a074e-5b50-4283-8b15-8d3e5d2c53a3	2017-05-30T12:22:21	200
200	2017-05-30T11:25:22.271+03	2017-05-30T11:27:07.515+03	2017-05-30	354619079757273	Slov 003	Магазин игнат	Supermarket	Active / operating	Donetska	Volnovaskyi	Starohnativka	Yes	47.54070086276307 37.77830690089631 169.71800340876047 32.0	47.5407008628	37.7783069009	169.718003409	32.0		3957147	0a3aa731-9128-41d4-84e9-368cf275bdd4	2017-05-30T12:22:22	201
201	2017-05-30T11:28:20.425+03	2017-05-30T11:29:43.881+03	2017-05-30	354619079757273	Slov 003	Аптека Таблетка	Pharmacy	Closed permanently	Donetska	Volnovaskyi	Starohnativka	Yes	47.54030736312297 37.77622991950569 156.28627705948122 24.0	47.5403073631	37.7762299195	156.286277059	24.0		3957148	aa64b628-ea38-45dc-b0ba-af65a0403741	2017-05-30T12:22:23	202
202	2017-05-30T11:32:04.225+03	2017-05-30T11:33:32.868+03	2017-05-30	354619079757273	Slov 003	Магазин Нижний продукты	Supermarket	Active / operating	Donetska	Volnovaskyi	Starohnativka	Yes	47.54083272952678 37.77872577692665 119.3242026659115 32.0	47.5408327295	37.7787257769	119.324202666	32.0		3957150	6bd75340-c60f-4c70-8cef-668dd3f5f495	2017-05-30T12:22:25	203
203	2017-05-30T11:38:19.821+03	2017-05-30T11:39:20.095+03	2017-05-30	354619079757273	Slov 003	Магазин Миф	Supermarket	Active / operating	Donetska	Volnovaskyi	Starohnativka	Yes	47.54101540960082 37.77932640807166 106.47168880567338 32.0	47.5410154096	37.7793264081	106.471688806	32.0		3957154	d1a2d7d3-f7fe-48e3-9749-673d155de10e	2017-05-30T12:22:27	204
204	2017-05-30T12:31:02.822+03	2017-05-30T12:32:35.300+03	2017-05-30	354619079757273	Slov 003	Магазин Сундучок продукты	Supermarket	Active / operating	Donetska	Volnovaskyi	Starohnativka	Yes	47.539337797747564 37.767028361199046 178.22642516853057 64.0	47.5393377977	37.7670283612	178.226425169	64.0		3957157	2ee84fd5-b510-407f-8f7a-cda585fb06a0	2017-05-30T12:22:30	205
205	2017-05-30T10:17:04.371+03	2017-05-30T10:20:52.554+03	2017-05-30	354619079756564	Slov 004	Продукты	Supermarket	Active / operating	Donetska	Volnovaskyi	Hranitne	Yes	47.452665507523676 37.862560608322966 67.55529857942422 8.0	47.4526655075	37.8625606083	67.5552985794	8.0		3957182	869d00d8-221c-46a7-9d62-876eabf63e37	2017-05-30T12:23:10	206
206	2017-05-30T10:43:30.836+03	2017-05-30T10:44:20.825+03	2017-05-30	354619079756564	Slov 004	Почта	Post office	Active / operating	Donetska	Volnovaskyi	Hranitne	Yes	47.4599502915336 37.8660645904227 114.00749566577053 16.0	47.4599502915	37.8660645904	114.007495666	16.0		3957187	4baf28be-715d-4a5e-b811-6b147ee2f686	2017-05-30T12:23:12	207
207	2017-05-30T10:46:19.263+03	2017-05-30T10:47:27.124+03	2017-05-30	354619079756564	Slov 004	Продукты	Supermarket	Active / operating	Donetska	Volnovaskyi	Hranitne	Yes	47.45937856113163 37.8643433352242 86.16565881233493 32.0	47.4593785611	37.8643433352	86.1656588123	32.0		3957189	c4ad3c4d-6668-4125-89e8-a9f127af0259	2017-05-30T12:23:13	208
